0	150
0.02	40
0.04	20
0.06	13.33333333
0.08	10
0.1	8
0.2	4
0.3	2.666666667
0.4	2
0.5	1.6
0.6	1.333333333
0.7	1.142857143
0.8	1
0.9	0.888888889
1	0.8
1.1	0.727272727
1.2	0.666666667
1.3	0.615384615
1.4	0.571428571
1.5	0.533333333
1.6	0.5
1.7	0.470588235
1.8	0.444444444
1.9	0.421052632
2	0.4
2.1	0.380952381
2.2	0.363636364
2.3	0.347826087
2.4	0.333333333
2.5	0.32
2.6	0.307692308
2.7	0.296296296
2.8	0.285714286
2.9	0.275862069
3	0.266666667
3.1	0.258064516
3.2	0.25
3.3	0.242424242
3.4	0.235294118
3.5	0.228571429
3.6	0.222222222
3.7	0.216216216
3.8	0.210526316
3.9	0.205128205
4	0.2
4.1	0.195121951
4.2	0.19047619
4.3	0.186046512
4.4	0.181818182
4.5	0.177777778
4.6	0.173913043
4.7	0.170212766
4.8	0.166666667
4.9	0.163265306
5	0.16
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	#DIV/0!
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
