0	3
0.02	2.681518583
0.04	1.968401008
0.06	0.993510156
0.08	-0.077692959
0.1	-1.074542705
0.2	-1.452693313
0.3	1.836694815
0.4	-0.239556335
0.5	-1.189047977
0.6	1.029256251
0.7	0.143548543
0.8	-0.865324477
0.9	0.513542027
1	0.273166247
1.1	-0.576127156
1.2	0.210348955
1.3	0.276119538
1.4	-0.353631829
1.5	0.04877395
1.6	0.227037108
1.7	-0.198773342
1.8	-0.025799596
1.9	0.165736759
2	-0.099614673
2.1	-0.051420664
2.2	0.110632164
2.3	-0.041159292
2.4	-0.052473379
2.5	0.068081477
2.6	-0.009897735
2.7	-0.04334564
2.8	0.038383583
2.9	0.004614707
3	-0.031741058
3.1	0.019319422
3.2	0.009674658
3.3	-0.021242735
3.4	0.008050321
3.5	0.009970063
3.6	-0.013105997
3.7	0.002002631
3.8	0.008274552
3.9	-0.007411159
4	-0.000820868
4.1	0.00607836
4.2	-0.003746191
4.3	-0.001819332
4.4	0.004078546
4.5	-0.001573921
4.6	-0.001893965
4.7	0.002522753
4.8	-0.00040412
4.9	-0.001579405
5	0.001430805
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
